Compound,Ionization_Mode,Score,Mass,Retention_Time,Frequency,MB1,MB2,MB3,53_T1,53_T2,53_T3,54_T1,54_T2,54_T3,55_T1,55_T2,55_T3,56_T1,56_T2,56_T3,57_T1,57_T2,57_T3,58_T1,58_T2,58_T3,59_T1,59_T2,59_T3,60_T1,60_T2,60_T3,45_T1,45_T2,45_T3,46_T1,46_T2,46_T3,47_T1,47_T2,47_T3,48_T1,48_T2,48_T3,49_T1,49_T2,49_T3,50_T1,50_T2,50_T3,51_T1,51_T2,51_T3,52_T1,52_T2,52_T3,Mean_MB,Median_MB,STD_MB,CV_MB,N_Abun_MB,Mean_53_T,Median_53_T,STD_53_T,CV_53_T,N_Abun_53_T,Mean_54_T,Median_54_T,STD_54_T,CV_54_T,N_Abun_54_T,Mean_55_T,Median_55_T,STD_55_T,CV_55_T,N_Abun_55_T,Mean_56_T,Median_56_T,STD_56_T,CV_56_T,N_Abun_56_T,Mean_57_T,Median_57_T,STD_57_T,CV_57_T,N_Abun_57_T,Mean_58_T,Median_58_T,STD_58_T,CV_58_T,N_Abun_58_T,Mean_59_T,Median_59_T,STD_59_T,CV_59_T,N_Abun_59_T,Mean_60_T,Median_60_T,STD_60_T,CV_60_T,N_Abun_60_T,Mean_45_T,Median_45_T,STD_45_T,CV_45_T,N_Abun_45_T,Mean_46_T,Median_46_T,STD_46_T,CV_46_T,N_Abun_46_T,Mean_47_T,Median_47_T,STD_47_T,CV_47_T,N_Abun_47_T,Mean_48_T,Median_48_T,STD_48_T,CV_48_T,N_Abun_48_T,Mean_49_T,Median_49_T,STD_49_T,CV_49_T,N_Abun_49_T,Mean_50_T,Median_50_T,STD_50_T,CV_50_T,N_Abun_50_T,Mean_51_T,Median_51_T,STD_51_T,CV_51_T,N_Abun_51_T,Mean_52_T,Median_52_T,STD_52_T,CV_52_T,N_Abun_52_T,is_Formate_Adduct,has_Formate_Adduct,unique_Formate_Number,is_H2O_Adduct,has_H2O_Adduct,unique_H2O_Number,is_Ammonium_Adduct,has_Ammonium_Adduct,unique_Ammonium_Number,is_CO2_Adduct,has_CO2_Adduct,unique_CO2_Number,is_Na_Adduct,has_Na_Adduct,unique_Na_Number,Rounded_Mass,Median_ALLSamples,SampletoBlanks_ratio,Median_ALLMB,BlankSub_Median_53_T,BlankSub_Median_54_T,BlankSub_Median_55_T,BlankSub_Median_56_T,BlankSub_Median_57_T,BlankSub_Median_58_T,BlankSub_Median_59_T,BlankSub_Median_60_T,BlankSub_Median_45_T,BlankSub_Median_46_T,BlankSub_Median_47_T,BlankSub_Median_48_T,BlankSub_Median_49_T,BlankSub_Median_50_T,BlankSub_Median_51_T,BlankSub_Median_52_T,BlankSub_Median_ALLSamples
C31H36N2O4,,86.39,500.26300000000003,6.885000999999999,51,,,,94027.0,96239.0,102298.0,108078.0,53356.0,109829.0,112024.0,99098.0,104000.0,98797.0,85453.0,77975.0,32260.0,230933.0,137666.0,116550.0,68255.0,127888.0,84543.0,100249.0,105357.0,85740.0,122491.0,83504.0,65950.0,119692.0,,,210187.0,,,29604.0,131445.0,,,,102064.0,130427.0,162744.0,142881.0,154863.0,148008.0,171911.0,125982.0,190316.0,117331.0,129943.0,34519.0,,,,,0,97521.0,96239.0,4282.0,0.04,3,90421.0,108078.0,32111.0,0.36,3,105041.0,104000.0,6526.0,0.06,3,87408.0,85453.0,10548.0,0.12,3,133620.0,137666.0,99398.0,0.74,3,104231.0,116550.0,31668.0,0.3,3,96716.0,100249.0,10847.0,0.11,3,97245.0,85740.0,21892.0,0.23,3,92821.0,92821.0,38001.0,0.41,2,210187.0,210187.0,,,1,80524.0,80524.0,72012.0,0.89,2,,,,,0,131745.0,130427.0,30361.0,0.23,3,148584.0,148008.0,6012.0,0.04,3,162736.0,171911.0,33134.0,0.2,3,93931.0,117331.0,51837.0,0.55,3,,,,,,,,,,,,,,,,500.0,108078.0,,0.0,96239.0,108078.0,104000.0,85453.0,137666.0,116550.0,100249.0,85740.0,92821.0,210187.0,80524.0,,130427.0,148008.0,171911.0,117331.0,108078.0
C29H41FN2O4,,95.42,500.3014,9.851006,51,,,,60917.0,80698.0,36216.0,55787.0,40856.0,62853.0,23991.0,,98044.0,40208.0,39995.0,35404.0,,89648.0,67612.0,64627.0,43376.0,72054.0,,78112.0,34117.0,64176.0,64835.0,63769.0,31552.0,54666.0,23214.0,,96435.0,,,21667.0,58407.0,24747.0,31771.0,23975.0,80137.0,92049.0,98458.0,53002.0,50290.0,61900.0,77787.0,75152.0,83633.0,68738.0,95473.0,61747.0,,,,,0,59277.0,60917.0,22286.0,0.38,3,53165.0,55787.0,11230.0,0.21,3,61018.0,61018.0,52363.0,0.86,2,38536.0,39995.0,2714.0,0.07,3,78630.0,78630.0,15582.0,0.2,2,60019.0,64627.0,14884.0,0.25,3,56114.0,56114.0,31109.0,0.55,2,64260.0,64176.0,538.0,0.01,3,36477.0,31552.0,16294.0,0.45,3,96435.0,96435.0,,,1,40037.0,40037.0,25979.0,0.65,2,26831.0,24747.0,4296.0,0.16,3,90215.0,92049.0,9297.0,0.1,3,55064.0,53002.0,6073.0,0.11,3,78857.0,77787.0,4341.0,0.06,3,75319.0,68738.0,17800.0,0.24,3,,,,,,,,,,,,,,,,500.0,60968.0,,0.0,60917.0,55787.0,61018.0,39995.0,78630.0,64627.0,56114.0,64176.0,31552.0,96435.0,40037.0,24747.0,92049.0,53002.0,77787.0,68738.0,60968.0
C27H48O8,,67.46,500.3303,11.587,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65434.0,27265.0,,,30485.0,,,,48117.0,,61008.0,,,65103.0,,116577.0,61714.0,,,50334.0,83167.0,70263.0,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,46350.0,46350.0,26990.0,0.58,2,30485.0,30485.0,,,1,,,,,0,54562.0,54562.0,9115.0,0.17,2,65103.0,65103.0,,,1,89146.0,89146.0,38794.0,0.44,2,50334.0,50334.0,,,1,76715.0,76715.0,9125.0,0.12,2,,,,,,,,,,,,,,,,500.0,54562.0,,0.0,,,,,,,,,46350.0,30485.0,,54562.0,65103.0,89146.0,50334.0,76715.0,54562.0
C27H56O4Si2,,60.99,500.3684,12.612,51,,,,,,,,,,,,,26042.0,25054.0,,,,,,,,,,,,,,77669.0,49048.0,56146.0,,,,,,31913.0,,,,47877.0,,92955.0,67676.0,131401.0,54692.0,,,,21162.0,54578.0,,,,,,0,,,,,0,,,,,0,,,,,0,25548.0,25548.0,699.0,0.03,2,,,,,0,,,,,0,,,,,0,,,,,0,60954.0,56146.0,14904.0,0.24,3,,,,,0,31913.0,31913.0,,,1,,,,,0,70416.0,70416.0,31875.0,0.45,2,84590.0,67676.0,41056.0,0.49,3,,,,,0,37870.0,37870.0,23629.0,0.62,2,,,,,,,,,,,,,,,,500.0,47008.0,,0.0,,,,25548.0,,,,,56146.0,,31913.0,,70416.0,67676.0,,37870.0,47008.0
C34H48N2O,,65.12,500.3751,12.588994,51,,,,,,,,,,,,,26042.0,25054.0,,,,,,,,,,,,,,77727.0,46814.0,56146.0,,,,,,31913.0,,,,47877.0,,92955.0,67676.0,42206.0,54692.0,,,,17575.0,54578.0,,,,,,0,,,,,0,,,,,0,,,,,0,25548.0,25548.0,699.0,0.03,2,,,,,0,,,,,0,,,,,0,,,,,0,60229.0,56146.0,15856.0,0.26,3,,,,,0,31913.0,31913.0,,,1,,,,,0,70416.0,70416.0,31875.0,0.45,2,54858.0,54692.0,12736.0,0.23,3,,,,,0,36076.0,36076.0,26165.0,0.73,2,,,,,,,,,,,,,,,,500.0,45384.0,,0.0,,,,25548.0,,,,,56146.0,,31913.0,,70416.0,54692.0,,36076.0,45384.0
500.3884@12.859004,,,500.3884,12.859003999999999,51,,,,,,,,,,,,,,,,,,16211.0,,,,,,,,,,41092.0,77124.0,108892.0,,,169575.0,48618.0,,,159467.0,56884.0,172837.0,55530.0,,,,130763.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,16211.0,16211.0,,,1,,,,,0,,,,,0,,,,,0,75703.0,77124.0,33922.0,0.45,3,169575.0,169575.0,,,1,48618.0,48618.0,,,1,129729.0,159467.0,63439.0,0.49,3,55530.0,55530.0,,,1,130763.0,130763.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,500.0,77124.0,,0.0,,,,,16211.0,,,,77124.0,169575.0,48618.0,159467.0,55530.0,130763.0,,,77124.0
C29H56O6,,50.51,500.4113,12.564003,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21656.0,26723.0,,,29065.0,,,,24519.0,,27935.0,,,,,43268.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,24190.0,24190.0,3583.0,0.15,2,29065.0,29065.0,,,1,,,,,0,26227.0,26227.0,2415.0,0.09,2,,,,,0,43268.0,43268.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,500.0,27646.0,,0.0,,,,,,,,,24190.0,29065.0,,26227.0,,43268.0,,,27646.0
C29H43NO4S 11.708005,,86.52,501.2915,11.708005,51,,,,1579000.0,1341470.0,338564.0,886415.0,441063.0,1145552.0,289842.0,184865.0,430693.0,243333.0,186650.0,77183.0,62206.0,250848.0,109639.0,1331702.0,710550.0,1330118.0,152561.0,1317340.0,93472.0,585381.0,,817167.0,,57572.0,319146.0,115981.0,552259.0,161870.0,94935.0,295825.0,245094.0,177968.0,486956.0,185434.0,331431.0,354360.0,463077.0,506127.0,351438.0,249345.0,208274.0,228839.0,392581.0,1011984.0,313988.0,58889.0,,,,,0,1086345.0,1341470.0,658397.0,0.61,3,824343.0,886415.0,356323.0,0.43,3,301800.0,289842.0,123349.0,0.41,3,169055.0,186650.0,84461.0,0.5,3,140898.0,109639.0,98129.0,0.7,3,1124123.0,1330118.0,358166.0,0.32,3,521124.0,152561.0,690176.0,1.32,3,701274.0,701274.0,163897.0,0.23,2,188359.0,188359.0,184961.0,0.98,2,276703.0,161870.0,239739.0,0.87,3,211951.0,245094.0,104465.0,0.49,3,283453.0,185434.0,176279.0,0.62,3,382956.0,354360.0,70328.0,0.18,3,368970.0,351438.0,129286.0,0.35,3,276565.0,228839.0,100998.0,0.37,3,461620.0,313988.0,493400.0,1.07,3,,,,,,,,,,,,,,,,501.0,267468.0,,0.0,1341470.0,886415.0,289842.0,186650.0,109639.0,1330118.0,152561.0,701274.0,188359.0,161870.0,245094.0,185434.0,354360.0,351438.0,228839.0,313988.0,267468.0
C29H43NO4S,,82.07,501.29699999999997,11.722999,51,,,,1996988.0,519443.0,434172.0,1117014.0,557131.0,1433987.0,367466.0,241109.0,550822.0,311528.0,245692.0,101894.0,119915.0,1303405.0,142492.0,1663686.0,903324.0,1679021.0,199455.0,1666587.0,101776.0,740724.0,41545.0,1027827.0,,77143.0,1350428.0,98838.0,527095.0,1854418.0,1143720.0,639482.0,594923.0,2217144.0,1007610.0,2741842.0,308057.0,358908.0,396180.0,524024.0,523542.0,338440.0,267973.0,303460.0,519696.0,1294313.0,410135.0,93906.0,,,,,0,983534.0,519443.0,878712.0,0.89,3,1036044.0,1117014.0,444000.0,0.43,3,386466.0,367466.0,155728.0,0.4,3,219705.0,245692.0,107206.0,0.49,3,521937.0,142492.0,676865.0,1.3,3,1415344.0,1663686.0,443488.0,0.31,3,655939.0,199455.0,876608.0,1.34,3,603365.0,740724.0,507286.0,0.84,3,713786.0,713786.0,900348.0,1.26,2,826784.0,527095.0,915355.0,1.11,3,792708.0,639482.0,304800.0,0.38,3,1988865.0,2217144.0,889367.0,0.45,3,354382.0,358908.0,44236.0,0.12,3,462002.0,523542.0,107008.0,0.23,3,363710.0,303460.0,136248.0,0.37,3,599451.0,410135.0,622193.0,1.04,3,,,,,,,,,,,,,,,,501.0,521492.0,,0.0,519443.0,1117014.0,367466.0,245692.0,142492.0,1663686.0,199455.0,740724.0,713786.0,527095.0,639482.0,2217144.0,358908.0,523542.0,303460.0,410135.0,521492.0
C22H18N2O8S2,,64.2,502.0476,8.923003,51,,,,,,,,,,30536.0,29308.0,30145.0,,,,,,,,,,,,17858.0,18756.0,19014.0,,,,,,23512.0,,,23935.0,30494.0,,,,28053.0,30432.0,25577.0,,,,17080.0,,18123.0,25853.0,29456.0,32413.0,,,,,0,,,,,0,,,,,0,29996.0,30145.0,627.0,0.02,3,,,,,0,,,,,0,,,,,0,17858.0,17858.0,,,1,18885.0,18885.0,182.0,0.01,2,,,,,0,23512.0,23512.0,,,1,27214.0,27214.0,4638.0,0.17,2,,,,,0,28021.0,28053.0,2428.0,0.09,3,,,,,0,17602.0,17602.0,738.0,0.04,2,29241.0,29456.0,3285.0,0.11,3,,,,,,,,,,,,,,,,502.0,25363.0,,0.0,,,30145.0,,,,17858.0,18885.0,,23512.0,27214.0,,28053.0,,17602.0,29456.0,25363.0
C20H18N6O10,,80.11,502.1105,6.5639977,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26064.0,,30043.0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,28054.0,28054.0,2814.0,0.1,2,,,,,0,,,,,,,,,,,,,,,,502.0,28054.0,,0.0,,,,,,,,,,,,,,,28054.0,,28054.0
C22H20F6N4O3 3.2230015,,79.31,502.144,3.2230015,51,,,,23002.0,11493.0,18993.0,,,,12187.0,,19437.0,,,,,16847.0,,,,14337.0,,,,18140.0,12302.0,20807.0,,,,,23428.0,,,,14749.0,,,,24805.0,22412.0,23427.0,,,,9634.0,16234.0,13660.0,,21968.0,,,,,,0,17829.0,18993.0,5842.0,0.33,3,,,,,0,15812.0,15812.0,5127.0,0.32,2,,,,,0,16847.0,16847.0,,,1,14337.0,14337.0,,,1,,,,,0,17083.0,18140.0,4350.0,0.25,3,,,,,0,23428.0,23428.0,,,1,14749.0,14749.0,,,1,,,,,0,23548.0,23427.0,1201.0,0.05,3,,,,,0,13176.0,13660.0,3327.0,0.25,3,21968.0,21968.0,,,1,,,,,,,,,,,,,,,,502.0,17494.0,,0.0,18993.0,,15812.0,,16847.0,14337.0,,18140.0,,23428.0,14749.0,,23427.0,,13660.0,21968.0,17494.0
C26H30O10,,97.45,502.1893,8.838996,51,,,,,,,,,,,,,18529.0,15338.0,,,24702.0,17103.0,13884.0,,17022.0,25865.0,40550.0,45340.0,,,,,,,,17544.0,,,,34181.0,,,,23503.0,36249.0,72596.0,117850.0,152090.0,132996.0,155615.0,121047.0,289110.0,36354.0,26089.0,,,,,,0,,,,,0,,,,,0,,,,,0,16934.0,16934.0,2256.0,0.13,2,20902.0,20902.0,5373.0,0.26,2,15453.0,15453.0,2219.0,0.14,2,37252.0,40550.0,10148.0,0.27,3,,,,,0,,,,,0,17544.0,17544.0,,,1,34181.0,34181.0,,,1,,,,,0,44116.0,36249.0,25474.0,0.58,3,134312.0,132996.0,17158.0,0.13,3,188591.0,155615.0,88752.0,0.47,3,31222.0,31222.0,7258.0,0.23,2,,,,,,,,,,,,,,,,502.0,32702.0,,0.0,,,,16934.0,20902.0,15453.0,40550.0,,,17544.0,34181.0,,36249.0,132996.0,155615.0,31222.0,32702.0
C30H30O7,,76.2,502.2,7.628998299999999,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15589.0,11830.0,18163.0,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,15194.0,15589.0,3185.0,0.21,3,,,,,0,,,,,,,,,,,,,,,,502.0,15589.0,,0.0,,,,,,,,,,,,,,,15589.0,,15589.0
C21H42N8O6,,94.36,502.3197,10.613004,51,,,,299488.0,246670.0,384446.0,432100.0,274616.0,467257.0,320386.0,244680.0,349342.0,339089.0,276116.0,217157.0,245590.0,417655.0,284023.0,303107.0,176305.0,361276.0,268805.0,377916.0,422914.0,250480.0,302687.0,248229.0,693097.0,1085475.0,185732.0,44263.0,1523393.0,161637.0,142519.0,295929.0,880939.0,142622.0,308505.0,193848.0,386580.0,590041.0,1116434.0,1013444.0,1459591.0,1090470.0,734140.0,890131.0,1335648.0,790181.0,698717.0,438804.0,,,,,0,310201.0,299488.0,69510.0,0.22,3,391324.0,432100.0,102590.0,0.26,3,304803.0,320386.0,54043.0,0.18,3,277454.0,276116.0,60977.0,0.22,3,315756.0,284023.0,90315.0,0.29,3,280229.0,303107.0,94584.0,0.34,3,356545.0,377916.0,79246.0,0.22,3,267132.0,250480.0,30812.0,0.12,3,654768.0,693097.0,451094.0,0.69,3,576431.0,161637.0,822190.0,1.43,3,439796.0,295929.0,389666.0,0.89,3,214992.0,193848.0,84939.0,0.4,3,697685.0,590041.0,376646.0,0.54,3,1187835.0,1090470.0,238478.0,0.2,3,986640.0,890131.0,312151.0,0.32,3,642567.0,698717.0,182294.0,0.28,3,,,,,,,,,,,,,,,,502.0,311746.0,,0.0,299488.0,432100.0,320386.0,276116.0,284023.0,303107.0,377916.0,250480.0,693097.0,161637.0,295929.0,193848.0,590041.0,1090470.0,890131.0,698717.0,311746.0
C30H47O4P,,78.47,502.3208,11.307004,51,,,,,,,,,,,,,,,,,27576.0,25254.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,26415.0,26415.0,1642.0,0.06,2,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,502.0,26415.0,,0.0,,,,,26415.0,,,,,,,,,,,,26415.0
C28H46N4O4,,77.48,502.3494,12.395997,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,59816.0,72386.0,,,,,,,,,,,,,,,102779.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,66101.0,66101.0,8888.0,0.13,2,,,,,0,,,,,0,,,,,0,,,,,0,102779.0,102779.0,,,1,,,,,0,,,,,0,,,,,,,,,,,,,,,,502.0,84440.0,,0.0,,,,,,,,,66101.0,,,,,102779.0,,,84440.0
C28H54O5S,,56.09,502.3644,12.6209955,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31023.0,,,,,,,,,,,,,33283.0,22086.0,54182.0,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,31023.0,31023.0,,,1,,,,,0,,,,,0,,,,,0,33283.0,33283.0,,,1,38134.0,38134.0,22695.0,0.6,2,,,,,0,,,,,0,,,,,,,,,,,,,,,,502.0,33283.0,,0.0,,,,,,,,,31023.0,,,,33283.0,38134.0,,,33283.0
C31H54N2O3,,46.98,502.4079,12.9330015,51,,,,59774.0,,76175.0,,,39364.0,41744.0,,43327.0,76309.0,60821.0,,58966.0,52708.0,45169.0,,,43933.0,,40419.0,71254.0,,49518.0,39686.0,133598.0,211027.0,321494.0,,,473973.0,129064.0,55781.0,50684.0,482274.0,135671.0,513656.0,,,60335.0,77276.0,378581.0,87636.0,,,,,40836.0,57597.0,,,,,0,67974.0,67974.0,11597.0,0.17,2,39364.0,39364.0,,,1,42536.0,42536.0,1119.0,0.03,2,68565.0,68565.0,10952.0,0.16,2,52281.0,52708.0,6908.0,0.13,3,43933.0,43933.0,,,1,55836.0,55836.0,21804.0,0.39,2,44602.0,44602.0,6952.0,0.16,2,222040.0,211027.0,94431.0,0.43,3,473973.0,473973.0,,,1,78510.0,55781.0,43855.0,0.56,3,377200.0,482274.0,209758.0,0.56,3,60335.0,60335.0,,,1,181164.0,87636.0,171046.0,0.94,3,,,,,0,49216.0,49216.0,11852.0,0.24,2,,,,,,,,,,,,,,,,502.0,55836.0,,0.0,67974.0,39364.0,42536.0,68565.0,52708.0,43933.0,55836.0,44602.0,211027.0,473973.0,55781.0,482274.0,60335.0,87636.0,,49216.0,55836.0
C25H45NO9,,91.84,503.3051,12.038,50,,,,117669.0,115464.0,40889.0,67411.0,33582.0,81331.0,25980.0,,39032.0,,,,,72798.0,,95102.0,47231.0,100279.0,,94741.0,,48376.0,,65197.0,,,161162.0,,51374.0,175789.0,97327.0,41741.0,46685.0,208286.0,84761.0,221295.0,70678.0,73676.0,40545.0,56580.0,101555.0,,,,18704.0,88258.0,,,,,,,0,91341.0,115464.0,43706.0,0.48,3,60775.0,67411.0,24557.0,0.4,3,32506.0,32506.0,9229.0,0.28,2,,,,,0,72798.0,72798.0,,,1,80871.0,95102.0,29248.0,0.36,3,94741.0,94741.0,,,1,56786.0,56786.0,11894.0,0.21,2,161162.0,161162.0,,,1,113582.0,113582.0,87975.0,0.77,2,61918.0,46685.0,30765.0,0.5,3,171447.0,208286.0,75354.0,0.44,3,61633.0,70678.0,18324.0,0.3,3,79068.0,79068.0,31802.0,0.4,2,18704.0,18704.0,,,1,88258.0,88258.0,,,1,,,,,,,,,,,,,,,,503.0,79068.0,,0.0,115464.0,67411.0,32506.0,,72798.0,95102.0,94741.0,56786.0,161162.0,113582.0,46685.0,208286.0,70678.0,79068.0,18704.0,88258.0,79068.0
503.3055@11.961999,,,503.3055,11.961999,51,,,,91269.0,89827.0,31009.0,51370.0,24894.0,62245.0,,,28789.0,,,,,55815.0,,74641.0,36958.0,78477.0,,73816.0,,32630.0,,48454.0,,,88616.0,,37970.0,79517.0,48938.0,30871.0,44885.0,88416.0,60789.0,104336.0,45469.0,45731.0,57130.0,32645.0,80282.0,60126.0,,,,66317.0,,,,,,,0,70702.0,89827.0,34382.0,0.49,3,46170.0,51370.0,19211.0,0.42,3,28789.0,28789.0,,,1,,,,,0,55815.0,55815.0,,,1,63359.0,74641.0,22944.0,0.36,3,73816.0,73816.0,,,1,40542.0,40542.0,11189.0,0.28,2,88616.0,88616.0,,,1,58744.0,58744.0,29378.0,0.5,2,41565.0,44885.0,9480.0,0.23,3,84514.0,88416.0,22034.0,0.26,3,49443.0,45731.0,6658.0,0.13,3,57684.0,60126.0,23912.0,0.41,3,,,,,0,66317.0,66317.0,,,1,,,,,,,,,,,,,,,,503.0,59435.0,,0.0,89827.0,51370.0,28789.0,,55815.0,74641.0,73816.0,40542.0,88616.0,58744.0,44885.0,88416.0,45731.0,60126.0,,66317.0,59435.0
C30H16O8,,55.62,504.0892,6.6919975,51,,,,61528.0,58574.0,63557.0,60263.0,48981.0,61773.0,63753.0,56968.0,57390.0,51337.0,50441.0,47483.0,51223.0,62928.0,52830.0,61978.0,48773.0,67240.0,61797.0,64924.0,64592.0,53753.0,57480.0,54129.0,44771.0,51994.0,22961.0,,63296.0,,,35094.0,57703.0,,29897.0,,50742.0,54251.0,54882.0,61738.0,55467.0,58455.0,63575.0,60125.0,63782.0,56665.0,57904.0,55876.0,,,,,0,61220.0,61528.0,2506.0,0.04,3,57006.0,60263.0,6990.0,0.12,3,59370.0,57390.0,3801.0,0.06,3,49754.0,50441.0,2017.0,0.04,3,55660.0,52830.0,6345.0,0.11,3,59330.0,61978.0,9514.0,0.16,3,63771.0,64592.0,1718.0,0.03,3,55121.0,54129.0,2052.0,0.04,3,39909.0,44771.0,15115.0,0.38,3,63296.0,63296.0,,,1,46398.0,46398.0,15987.0,0.34,2,29897.0,29897.0,,,1,53292.0,54251.0,2231.0,0.04,3,58553.0,58455.0,3137.0,0.05,3,62494.0,63575.0,2054.0,0.03,3,56815.0,56665.0,1022.0,0.02,3,,,,,,,,,,,,,,,,504.0,57028.0,,0.0,61528.0,60263.0,57390.0,50441.0,52830.0,61978.0,64592.0,54129.0,44771.0,63296.0,46398.0,29897.0,54251.0,58455.0,63575.0,56665.0,57028.0
C26H24N4O5S,,68.33,504.1457,7.5020039999999995,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32954.0,,17850.0,29168.0,,21976.0,,32623.0,36730.0,43226.0,,,,,,,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,32954.0,32954.0,,,1,23509.0,23509.0,8003.0,0.34,2,21976.0,21976.0,,,1,37526.0,36730.0,5346.0,0.14,3,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,,,,,,,504.0,28232.0,,0.0,,,,,,,,,32954.0,23509.0,21976.0,36730.0,,,,,28232.0
C28H32N4O5,,96.12,504.2396,7.653999300000001,51,,,,68467.0,59653.0,77719.0,54902.0,24409.0,57062.0,33278.0,24348.0,31657.0,,,,,78441.0,32672.0,73751.0,27853.0,83775.0,52186.0,77034.0,77302.0,,,,18490.0,43306.0,,,194337.0,,,,,,,,27832.0,40870.0,73455.0,,,,404281.0,341518.0,517995.0,222134.0,212713.0,57338.0,,,,,0,68613.0,68467.0,9034.0,0.13,3,45458.0,54902.0,18261.0,0.4,3,29761.0,31657.0,4757.0,0.16,3,,,,,0,55556.0,55556.0,32364.0,0.58,2,61793.0,73751.0,29817.0,0.48,3,68841.0,77034.0,14424.0,0.21,3,,,,,0,30898.0,30898.0,17548.0,0.57,2,194337.0,194337.0,,,1,,,,,0,,,,,0,47386.0,40870.0,23499.0,0.5,3,,,,,0,421265.0,404281.0,89456.0,0.21,3,164062.0,212713.0,92545.0,0.56,3,,,,,,,,,,,,,,,,504.0,68467.0,,0.0,68467.0,54902.0,31657.0,,55556.0,73751.0,77034.0,,30898.0,194337.0,,,40870.0,,404281.0,212713.0,68467.0
C28H40FNO6,,67.48,505.2874,10.359003,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84945.0,114704.0,,,,,,,,,48972.0,,,,57478.0,122060.0,67699.0,,,,,,,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,99824.0,99824.0,21043.0,0.21,2,,,,,0,,,,,0,48972.0,48972.0,,,1,,,,,0,82412.0,67699.0,34714.0,0.42,3,,,,,0,,,,,0,,,,,,,,,,,,,,,,505.0,67699.0,,0.0,,,,,,,,,99824.0,,,48972.0,,67699.0,,,67699.0
C26H26N4O5S,,64.26,506.1736,9.838005,51,,,,,,29352.0,28395.0,17064.0,,,,,,,,,,,,,,,28249.0,,22974.0,22874.0,20338.0,94385.0,102558.0,,,43233.0,,,,,,,,,,39687.0,64972.0,42034.0,75476.0,,,,34001.0,31800.0,24504.0,,,,,0,29352.0,29352.0,,,1,22730.0,22730.0,8012.0,0.35,2,,,,,0,,,,,0,,,,,0,,,,,0,28249.0,28249.0,,,1,22062.0,22874.0,1494.0,0.07,3,98472.0,98472.0,5779.0,0.06,2,43233.0,43233.0,,,1,,,,,0,,,,,0,39687.0,39687.0,,,1,60827.0,64972.0,17102.0,0.28,3,,,,,0,30102.0,31800.0,4971.0,0.17,3,,,,,,,,,,,,,,,,506.0,31800.0,,0.0,29352.0,22730.0,,,,,28249.0,22874.0,98472.0,43233.0,,,39687.0,64972.0,,31800.0,31800.0
